recipe_id,co2e_kg,n_ingr,n_sr,n_exact,n_gen,usda_pct,exact_mass_pct,generic_pct
RCP07632,25.001785,7,3,2,2,42.9,28.6,28.6
RCP07633,12.060239999999997,12,7,2,3,58.3,16.7,25.0
RCP07634,11.510499999999999,18,9,1,8,50.0,5.6,44.4
RCP07635,28.6759,9,4,1,4,44.4,11.1,44.4
RCP07636,4.647169,12,9,1,2,75.0,8.3,16.7
RCP07637,19.984859999999998,5,3,1,1,60.0,20.0,20.0
RCP07638,17.855175,11,7,1,3,63.6,9.1,27.3
RCP07639,3.627135,8,5,2,1,62.5,25.0,12.5
RCP07640,11.376955000000002,14,6,5,3,42.9,35.7,21.4
RCP07641,10.669678999999999,18,9,2,7,50.0,11.1,38.9
RCP07642,1.39345,9,4,2,3,44.4,22.2,33.3
RCP07643,5.01972,14,7,1,6,50.0,7.1,42.9
RCP07644,6.3045,6,2,1,3,33.3,16.7,50.0
RCP07645,3.6907300000000003,14,7,2,5,50.0,14.3,35.7
RCP07646,1.0971,15,9,1,5,60.0,6.7,33.3
RCP07647,19.83382,8,6,1,1,75.0,12.5,12.5
RCP07648,7.8966699999999985,11,4,2,5,36.4,18.2,45.5
RCP07649,21.3208095,5,2,1,2,40.0,20.0,40.0
RCP07650,8.701420000000002,15,7,1,7,46.7,6.7,46.7
RCP07651,1.1510200000000002,12,7,2,3,58.3,16.7,25.0
RCP07652,1.4917799999999999,7,5,1,1,71.4,14.3,14.3
RCP07653,20.373425,8,3,2,3,37.5,25.0,37.5
RCP07654,7.3380295,9,4,2,3,44.4,22.2,33.3
RCP07655,5.855705000000001,13,10,1,2,76.9,7.7,15.4
RCP07656,19.911575,7,2,1,4,28.6,14.3,57.1
RCP07657,3.12949,17,8,3,6,47.1,17.6,35.3
RCP07658,2.709765,10,5,1,4,50.0,10.0,40.0
RCP07659,19.816327499999996,13,7,2,4,53.8,15.4,30.8
RCP07660,60.376490000000004,9,3,3,3,33.3,33.3,33.3
RCP07661,1.4969299999999999,10,5,1,4,50.0,10.0,40.0
RCP07662,3.0710700000000006,7,4,2,1,57.1,28.6,14.3
RCP07663,23.368826,19,10,3,6,52.6,15.8,31.6
RCP07664,6.908206499999999,12,6,2,4,50.0,16.7,33.3
RCP07665,5.87024,11,7,1,3,63.6,9.1,27.3
RCP07666,26.33094,9,6,1,2,66.7,11.1,22.2
RCP07667,7.83532,9,6,2,1,66.7,22.2,11.1
RCP07668,21.78808,9,4,2,3,44.4,22.2,33.3
RCP07669,1.5935,17,14,1,2,82.4,5.9,11.8
RCP07670,9.374931,9,4,3,2,44.4,33.3,22.2
RCP07671,4.844560000000001,11,6,2,3,54.5,18.2,27.3
RCP07672,8.876909999999999,7,3,1,3,42.9,14.3,42.9
RCP07673,10.245712999999999,14,5,1,8,35.7,7.1,57.1
RCP07674,23.136635,6,3,2,1,50.0,33.3,16.7
RCP07675,18.14465,10,6,1,3,60.0,10.0,30.0
RCP07676,21.542882,9,4,3,2,44.4,33.3,22.2
RCP07677,9.213245,9,5,1,3,55.6,11.1,33.3
RCP07678,25.351414499999997,9,4,1,4,44.4,11.1,44.4
RCP07679,1.4145999999999999,6,4,1,1,66.7,16.7,16.7
RCP07680,58.27839,7,2,1,4,28.6,14.3,57.1
RCP07681,2.3812499999999996,8,2,1,5,25.0,12.5,62.5
RCP07682,11.31604,13,8,2,3,61.5,15.4,23.1
RCP07683,7.1384549999999996,18,8,2,8,44.4,11.1,44.4
RCP07684,7.377450000000001,5,3,1,1,60.0,20.0,20.0
RCP07685,2.1720200000000003,5,2,1,2,40.0,20.0,40.0
RCP07686,7.578810000000001,6,3,1,2,50.0,16.7,33.3
RCP07687,20.48794,9,6,1,2,66.7,11.1,22.2
RCP07688,3.8671305000000005,13,4,3,6,30.8,23.1,46.2
RCP07689,9.46569,9,5,3,1,55.6,33.3,11.1
RCP07690,10.116085,19,10,1,8,52.6,5.3,42.1
RCP07691,4.638577,13,5,2,6,38.5,15.4,46.2
RCP07692,7.90343,9,4,1,4,44.4,11.1,44.4
RCP07693,7.61165,12,8,3,1,66.7,25.0,8.3
RCP07694,23.84058,9,4,2,3,44.4,22.2,33.3
RCP07695,62.308989999999994,9,4,2,3,44.4,22.2,33.3
RCP07696,7.177,7,3,1,3,42.9,14.3,42.9
RCP07697,3.12188,13,7,3,3,53.8,23.1,23.1
RCP07698,42.265685,10,4,3,3,40.0,30.0,30.0
RCP07699,7.572340999999999,14,6,2,6,42.9,14.3,42.9
RCP07700,2.8846,5,2,1,2,40.0,20.0,40.0
RCP07701,0.9692799999999999,9,6,1,2,66.7,11.1,22.2
RCP07702,1.04633,5,3,1,1,60.0,20.0,20.0
RCP07703,5.890537,11,5,1,5,45.5,9.1,45.5
RCP07704,7.05631,14,6,3,5,42.9,21.4,35.7
RCP07705,0.84015,5,2,1,2,40.0,20.0,40.0
RCP07706,2.646743,10,5,2,3,50.0,20.0,30.0
RCP07707,1.781355,14,6,1,7,42.9,7.1,50.0
RCP07708,5.5428565,14,8,1,5,57.1,7.1,35.7
RCP07709,3.544955,9,6,1,2,66.7,11.1,22.2
RCP07710,3.930744,7,3,2,2,42.9,28.6,28.6
RCP07711,2.1858199999999997,10,6,2,2,60.0,20.0,20.0
RCP07712,0.6183375000000001,7,5,1,1,71.4,14.3,14.3
RCP07713,6.65643,7,3,1,3,42.9,14.3,42.9
RCP07714,4.42535,12,8,3,1,66.7,25.0,8.3
RCP07715,3.53655,9,3,4,2,33.3,44.4,22.2
RCP07716,1.4123400000000002,14,9,2,3,64.3,14.3,21.4
RCP07717,7.978789999999999,10,5,1,4,50.0,10.0,40.0
RCP07718,1.2726000000000002,5,3,1,1,60.0,20.0,20.0
RCP07719,1.35433,6,3,2,1,50.0,33.3,16.7
RCP07720,1.0270500000000002,9,4,1,4,44.4,11.1,44.4
RCP07721,2.10608,14,9,2,3,64.3,14.3,21.4
RCP07722,12.327684999999999,9,5,2,2,55.6,22.2,22.2
RCP07723,0.927855,6,4,1,1,66.7,16.7,16.7
RCP07724,5.475215,14,8,1,5,57.1,7.1,35.7
RCP07725,8.548315500000001,13,5,3,5,38.5,23.1,38.5
RCP07726,3.76589,9,3,4,2,33.3,44.4,22.2
RCP07727,0.7326125,9,6,1,2,66.7,11.1,22.2
RCP07728,1.84394,6,3,1,2,50.0,16.7,33.3
RCP07729,3.6940399999999998,17,8,3,6,47.1,17.6,35.3
RCP07730,9.182034999999999,17,13,2,2,76.5,11.8,11.8
RCP07731,2.0471500000000002,7,3,3,1,42.9,42.9,14.3
RCP07732,0.902628,7,3,1,3,42.9,14.3,42.9
RCP07733,5.117285,9,3,3,3,33.3,33.3,33.3
RCP07734,4.986492999999999,13,7,3,3,53.8,23.1,23.1
RCP07735,0.717,5,2,2,1,40.0,40.0,20.0
RCP07736,10.276305,17,10,3,4,58.8,17.6,23.5
RCP07737,5.149239,13,7,2,4,53.8,15.4,30.8
RCP07738,2.3781749999999997,12,7,2,3,58.3,16.7,25.0
RCP07739,13.36578,15,8,3,4,53.3,20.0,26.7
RCP07740,7.614294999999999,11,7,1,3,63.6,9.1,27.3
RCP07741,3.5935699999999997,15,5,6,4,33.3,40.0,26.7
RCP07742,14.201985,11,2,2,7,18.2,18.2,63.6
RCP07743,6.616585,12,5,3,4,41.7,25.0,33.3
RCP07744,2.1703099999999997,17,10,2,5,58.8,11.8,29.4
RCP07745,1.95979,19,12,3,4,63.2,15.8,21.1
RCP07746,1.8181999999999998,12,7,3,2,58.3,25.0,16.7
RCP07747,7.759972000000001,14,6,2,6,42.9,14.3,42.9
RCP07748,0.59561,5,3,1,1,60.0,20.0,20.0
RCP07749,6.8814400000000004,13,8,1,4,61.5,7.7,30.8
RCP07750,0.85707,6,3,2,1,50.0,33.3,16.7
RCP07751,2.40071,6,3,1,2,50.0,16.7,33.3
RCP07752,0.8177500000000001,5,2,1,2,40.0,20.0,40.0
RCP07753,0.62844,6,4,1,1,66.7,16.7,16.7
RCP07754,9.40611,9,4,1,4,44.4,11.1,44.4
RCP07755,5.90572,9,4,2,3,44.4,22.2,33.3
RCP07756,5.37833,9,3,1,5,33.3,11.1,55.6
RCP07757,16.0886125,15,6,3,6,40.0,20.0,40.0
RCP07758,4.69029,13,7,2,4,53.8,15.4,30.8
RCP07759,1.655455,14,9,1,4,64.3,7.1,28.6
RCP07760,10.898359999999998,11,6,2,3,54.5,18.2,27.3
RCP07761,2.751581,11,5,1,5,45.5,9.1,45.5
RCP07762,9.403479999999998,14,8,3,3,57.1,21.4,21.4
RCP07763,2.19456,9,3,3,3,33.3,33.3,33.3
RCP07764,7.865643500000001,13,6,2,5,46.2,15.4,38.5
RCP07765,0.5706,5,3,1,1,60.0,20.0,20.0
RCP07766,3.3609350000000004,7,3,2,2,42.9,28.6,28.6
RCP07767,1.38592,8,4,1,3,50.0,12.5,37.5
RCP07768,1.2104,7,3,1,3,42.9,14.3,42.9
RCP07769,12.740047499999998,9,5,1,3,55.6,11.1,33.3
RCP07770,2.33483,8,4,3,1,50.0,37.5,12.5
RCP07771,1.83445,10,5,2,3,50.0,20.0,30.0
RCP07772,7.5712150000000005,14,9,2,3,64.3,14.3,21.4
RCP07773,8.3278,13,4,2,7,30.8,15.4,53.8
RCP07774,1.62678,10,6,2,2,60.0,20.0,20.0
RCP07775,4.710484,16,8,3,5,50.0,18.8,31.2
RCP07776,2.9281849999999996,12,7,2,3,58.3,16.7,25.0
RCP07777,0.36111499999999996,6,4,1,1,66.7,16.7,16.7
RCP07778,2.76517,8,4,3,1,50.0,37.5,12.5
RCP07779,10.828057500000002,14,6,4,4,42.9,28.6,28.6
RCP07780,2.499845,7,4,1,2,57.1,14.3,28.6
RCP07781,3.1946999999999997,10,8,1,1,80.0,10.0,10.0
RCP07782,7.933788,9,6,1,2,66.7,11.1,22.2
RCP07783,7.586925000000001,13,6,1,6,46.2,7.7,46.2
RCP07784,1.5970780000000002,8,3,2,3,37.5,25.0,37.5
RCP07785,0.9335,7,3,1,3,42.9,14.3,42.9
RCP07786,4.506132,7,3,2,2,42.9,28.6,28.6
RCP07787,2.3489,6,2,1,3,33.3,16.7,50.0
RCP07788,4.043444999999999,8,5,1,2,62.5,12.5,25.0
RCP07789,1.1142649999999998,9,6,1,2,66.7,11.1,22.2
RCP07790,8.3068495,13,7,3,3,53.8,23.1,23.1
RCP07791,0.59025,6,3,1,2,50.0,16.7,33.3
RCP07792,3.019748,11,4,3,4,36.4,27.3,36.4
RCP07793,8.287967,12,6,2,4,50.0,16.7,33.3
RCP07794,3.78882,12,7,2,3,58.3,16.7,25.0
RCP07795,17.172873000000003,17,9,1,7,52.9,5.9,41.2
RCP07796,3.2915,11,6,1,4,54.5,9.1,36.4
RCP07797,0.5882099999999999,7,3,1,3,42.9,14.3,42.9
RCP07798,25.667672500000002,18,8,2,8,44.4,11.1,44.4
RCP07799,6.893669999999999,14,9,1,4,64.3,7.1,28.6
RCP07800,0.49812,6,4,1,1,66.7,16.7,16.7
RCP07801,8.220189999999999,13,8,2,3,61.5,15.4,23.1
RCP07802,7.198829999999999,12,6,3,3,50.0,25.0,25.0
RCP07803,1.47498,10,6,3,1,60.0,30.0,10.0
RCP07804,0.52461,8,5,1,2,62.5,12.5,25.0
RCP07805,4.87804,18,11,1,6,61.1,5.6,33.3
RCP07806,3.64975,7,4,1,2,57.1,14.3,28.6
RCP07807,8.826067,15,6,3,6,40.0,20.0,40.0
RCP07808,2.8320499999999997,12,7,2,3,58.3,16.7,25.0
RCP07809,1.8831,14,8,3,3,57.1,21.4,21.4
RCP07810,0.5213599999999999,7,3,2,2,42.9,28.6,28.6
RCP07811,3.02746,8,5,1,2,62.5,12.5,25.0
RCP07812,0.8468,5,2,2,1,40.0,40.0,20.0
RCP07813,1.02871,6,3,1,2,50.0,16.7,33.3
RCP07814,1.92785,9,5,1,3,55.6,11.1,33.3
RCP07815,0.9891199999999999,9,5,2,2,55.6,22.2,22.2
RCP07816,1.9262899999999996,9,6,1,2,66.7,11.1,22.2
RCP07817,3.0451899999999994,13,9,2,2,69.2,15.4,15.4
RCP07818,3.5611285,12,5,2,5,41.7,16.7,41.7
RCP07819,4.268955,18,12,3,3,66.7,16.7,16.7
RCP07820,13.806130000000001,14,7,2,5,50.0,14.3,35.7
RCP07821,7.698005,14,8,5,1,57.1,35.7,7.1
RCP07822,2.4029499999999997,9,6,1,2,66.7,11.1,22.2
RCP07823,0.60115,5,3,1,1,60.0,20.0,20.0
RCP07824,4.546435,9,4,3,2,44.4,33.3,22.2
RCP07825,2.06948,9,5,2,2,55.6,22.2,22.2
RCP07826,4.5857885,13,8,1,4,61.5,7.7,30.8
RCP07827,6.091289999999998,11,3,4,4,27.3,36.4,36.4
RCP07828,3.9920100000000005,11,3,4,4,27.3,36.4,36.4
RCP07829,0.27261,6,4,1,1,66.7,16.7,16.7
RCP07830,4.069595,13,9,1,3,69.2,7.7,23.1
RCP07831,3.42817,12,6,2,4,50.0,16.7,33.3
RCP07832,9.206205,10,6,2,2,60.0,20.0,20.0
RCP07833,16.838009999999997,13,6,2,5,46.2,15.4,38.5
RCP07834,0.70932,5,3,1,1,60.0,20.0,20.0
RCP07835,11.89193,10,4,2,4,40.0,20.0,40.0
RCP07836,2.4397699999999998,9,4,1,4,44.4,11.1,44.4
RCP07837,3.110195,9,4,2,3,44.4,22.2,33.3
RCP07838,4.947305000000001,14,7,3,4,50.0,21.4,28.6
RCP07839,5.118325,13,7,2,4,53.8,15.4,30.8
RCP07840,14.00111,8,4,2,2,50.0,25.0,25.0
RCP07841,7.68345,7,3,1,3,42.9,14.3,42.9
RCP07842,3.56799,9,5,1,3,55.6,11.1,33.3
RCP07843,2.0200199999999997,8,4,2,2,50.0,25.0,25.0
RCP07844,1.35919,9,4,3,2,44.4,33.3,22.2
RCP07845,2.50287,9,4,2,3,44.4,22.2,33.3
RCP07846,4.565449999999999,8,2,2,4,25.0,25.0,50.0
RCP07847,5.262719,11,6,2,3,54.5,18.2,27.3
RCP07848,11.84457,9,3,2,4,33.3,22.2,44.4
RCP07849,6.5879249999999985,14,7,3,4,50.0,21.4,28.6
RCP07850,1.38443,14,7,2,5,50.0,14.3,35.7
RCP07851,12.552219999999998,8,3,1,4,37.5,12.5,50.0
RCP07852,3.94153,14,7,3,4,50.0,21.4,28.6
RCP07853,11.64977,17,9,3,5,52.9,17.6,29.4
RCP07854,8.073517,6,2,1,3,33.3,16.7,50.0
RCP07855,3.955845,9,7,1,1,77.8,11.1,11.1
RCP07856,0.6216,8,4,1,3,50.0,12.5,37.5
RCP07857,4.880369999999999,13,7,2,4,53.8,15.4,30.8
RCP07858,1.32447,5,3,1,1,60.0,20.0,20.0
RCP07859,0.7672599999999999,6,4,1,1,66.7,16.7,16.7
RCP07860,1.04142,10,6,3,1,60.0,30.0,10.0
RCP07861,5.8204625000000005,11,6,2,3,54.5,18.2,27.3
RCP07862,3.0235699999999994,10,4,2,4,40.0,20.0,40.0
RCP07863,2.41058,8,5,2,1,62.5,25.0,12.5
RCP07864,11.7097375,17,8,3,6,47.1,17.6,35.3
RCP07865,0.45255,5,3,1,1,60.0,20.0,20.0
RCP07866,2.7224299999999997,8,4,3,1,50.0,37.5,12.5
RCP07867,2.2281099999999996,9,5,3,1,55.6,33.3,11.1
RCP07868,2.2742150000000003,10,6,2,2,60.0,20.0,20.0
RCP07869,0.5268,5,3,1,1,60.0,20.0,20.0
RCP07870,1.78794,11,6,1,4,54.5,9.1,36.4
RCP07871,2.08192,9,5,2,2,55.6,22.2,22.2
RCP07872,13.435355,14,7,1,6,50.0,7.1,42.9
RCP07873,1.076575,7,5,1,1,71.4,14.3,14.3
RCP07874,7.221763,9,3,1,5,33.3,11.1,55.6
RCP07875,0.59463,5,3,1,1,60.0,20.0,20.0
RCP07876,2.7210539999999996,8,3,2,3,37.5,25.0,37.5
RCP07877,0.58035,5,3,1,1,60.0,20.0,20.0
RCP07878,1.7579600000000002,6,4,1,1,66.7,16.7,16.7
RCP07879,2.674956,9,3,1,5,33.3,11.1,55.6
RCP07880,1.55437,6,3,2,1,50.0,33.3,16.7
RCP07881,0.97329,5,3,1,1,60.0,20.0,20.0
RCP07882,1.8863,6,3,1,2,50.0,16.7,33.3
RCP07883,6.9731,9,2,5,2,22.2,55.6,22.2
RCP07884,9.794825,14,7,1,6,50.0,7.1,42.9
RCP07885,2.6559749999999998,12,5,2,5,41.7,16.7,41.7
RCP07886,2.5529699999999997,17,9,4,4,52.9,23.5,23.5
RCP07887,1.7695200000000002,7,3,2,2,42.9,28.6,28.6
RCP07888,0.9848250000000001,8,5,1,2,62.5,12.5,25.0
RCP07889,1.5840299999999998,8,5,2,1,62.5,25.0,12.5
RCP07890,2.263485,12,7,2,3,58.3,16.7,25.0
RCP07891,3.95121,9,6,1,2,66.7,11.1,22.2
RCP07892,1.307595,5,3,1,1,60.0,20.0,20.0
RCP07893,2.0239499999999997,8,4,1,3,50.0,12.5,37.5
RCP07894,4.586187,18,10,2,6,55.6,11.1,33.3
RCP07895,4.281744999999999,9,4,2,3,44.4,22.2,33.3
RCP07896,4.30284,7,3,1,3,42.9,14.3,42.9
RCP07897,3.64492,9,6,1,2,66.7,11.1,22.2
RCP07898,11.759737999999999,11,6,1,4,54.5,9.1,36.4
RCP07899,2.2607049999999997,7,3,2,2,42.9,28.6,28.6
RCP07900,5.70291,15,7,3,5,46.7,20.0,33.3
RCP07901,0.57332,6,4,1,1,66.7,16.7,16.7
RCP07902,5.09853,9,4,2,3,44.4,22.2,33.3
RCP07903,0.7016549999999999,8,6,1,1,75.0,12.5,12.5
RCP07904,14.240319,8,3,2,3,37.5,25.0,37.5
RCP07905,0.87961,8,5,1,2,62.5,12.5,25.0
RCP07906,2.40512,8,4,3,1,50.0,37.5,12.5
RCP07907,7.519514999999999,9,5,2,2,55.6,22.2,22.2
RCP07908,0.64114,7,5,1,1,71.4,14.3,14.3
RCP07909,2.10748,9,4,2,3,44.4,22.2,33.3
RCP07910,3.24025,12,7,2,3,58.3,16.7,25.0
RCP07911,3.1699475,8,4,1,3,50.0,12.5,37.5
RCP07912,1.9669899999999998,6,4,1,1,66.7,16.7,16.7
RCP07913,2.145637,10,4,2,4,40.0,20.0,40.0
RCP07914,1.9643199999999998,10,4,3,3,40.0,30.0,30.0
RCP07915,1.2331599999999998,7,2,2,3,28.6,28.6,42.9
RCP07916,1.6487999999999998,8,3,1,4,37.5,12.5,50.0
RCP07917,4.72483,12,7,3,2,58.3,25.0,16.7
RCP07918,3.4568499999999993,10,5,1,4,50.0,10.0,40.0
RCP07919,3.0388679999999995,12,6,1,5,50.0,8.3,41.7
RCP07920,0.66744,5,3,1,1,60.0,20.0,20.0
RCP07921,1.5781100000000001,8,4,2,2,50.0,25.0,25.0
RCP07922,1.9872500000000004,14,8,3,3,57.1,21.4,21.4
RCP07923,3.87422,10,4,2,4,40.0,20.0,40.0
RCP07924,1.40371,5,3,1,1,60.0,20.0,20.0
RCP07925,1.6395950000000001,9,3,3,3,33.3,33.3,33.3
RCP07926,2.3762,10,5,2,3,50.0,20.0,30.0
RCP07927,11.392485,11,5,1,5,45.5,9.1,45.5
RCP07928,3.0714300000000003,9,5,2,2,55.6,22.2,22.2
RCP07929,1.90312,6,3,2,1,50.0,33.3,16.7
RCP07930,2.78876,9,4,2,3,44.4,22.2,33.3
RCP07931,0.4979,6,3,1,2,50.0,16.7,33.3
RCP07932,0.41928000000000004,7,5,1,1,71.4,14.3,14.3
RCP07933,1.8564450000000003,12,6,1,5,50.0,8.3,41.7
RCP07934,1.333525,6,3,1,2,50.0,16.7,33.3
RCP07935,10.161353,17,7,2,8,41.2,11.8,47.1
RCP07936,15.443454000000003,19,9,3,7,47.4,15.8,36.8
RCP07937,7.585545500000001,12,5,2,5,41.7,16.7,41.7
RCP07938,1.54093,10,5,1,4,50.0,10.0,40.0
RCP07939,1.6101400000000001,7,5,1,1,71.4,14.3,14.3
RCP07940,2.37289,14,7,3,4,50.0,21.4,28.6
RCP07941,7.27049,12,6,4,2,50.0,33.3,16.7
RCP07942,8.9713785,16,8,3,5,50.0,18.8,31.2
RCP07943,2.6414,10,5,3,2,50.0,30.0,20.0
RCP07944,1.5159,6,3,1,2,50.0,16.7,33.3
RCP07945,1.2071809999999998,8,5,1,2,62.5,12.5,25.0
RCP07946,1.1240625000000002,6,3,1,2,50.0,16.7,33.3
RCP07947,0.8285899999999999,11,7,1,3,63.6,9.1,27.3
RCP07948,1.5575,10,7,2,1,70.0,20.0,10.0
RCP07949,17.14967,12,4,3,5,33.3,25.0,41.7
RCP07950,0.9984,5,2,1,2,40.0,20.0,40.0
RCP07951,2.47609,11,6,2,3,54.5,18.2,27.3
RCP07952,0.5648600000000001,7,5,1,1,71.4,14.3,14.3
RCP07953,5.8161179999999995,16,9,2,5,56.2,12.5,31.2
RCP07954,8.586133,8,4,2,2,50.0,25.0,25.0
RCP07955,12.948159999999998,9,2,2,5,22.2,22.2,55.6
RCP07956,2.560669,6,2,1,3,33.3,16.7,50.0
RCP07957,8.94625,12,7,2,3,58.3,16.7,25.0
RCP07958,1.4571800000000001,8,6,1,1,75.0,12.5,12.5
RCP07959,5.527615000000001,14,9,1,4,64.3,7.1,28.6
RCP07960,11.05575,16,10,2,4,62.5,12.5,25.0
RCP07961,2.53176,12,5,3,4,41.7,25.0,33.3
RCP07962,9.900544499999999,16,9,1,6,56.2,6.2,37.5
RCP07963,0.764683,5,2,1,2,40.0,20.0,40.0
RCP07964,2.36762,7,4,2,1,57.1,28.6,14.3
RCP07965,7.24977,12,5,3,4,41.7,25.0,33.3
RCP07966,3.6887065000000003,10,5,1,4,50.0,10.0,40.0
RCP07967,13.985809999999999,13,5,2,6,38.5,15.4,46.2
RCP07968,5.6407465000000006,8,5,1,2,62.5,12.5,25.0
RCP07969,0.958165,9,7,1,1,77.8,11.1,11.1
RCP07970,5.277315,13,7,2,4,53.8,15.4,30.8
RCP07971,3.0734699999999995,17,11,2,4,64.7,11.8,23.5
RCP07972,2.24135,10,5,2,3,50.0,20.0,30.0
RCP07973,3.11052,13,6,4,3,46.2,30.8,23.1
RCP07974,1.36493,8,4,3,1,50.0,37.5,12.5
RCP07975,0.57876,6,4,1,1,66.7,16.7,16.7
RCP07976,0.50465,6,4,1,1,66.7,16.7,16.7
RCP07977,3.6202699999999997,9,5,1,3,55.6,11.1,33.3
RCP07978,3.5083499999999996,14,8,3,3,57.1,21.4,21.4
RCP07979,7.528954,10,5,3,2,50.0,30.0,20.0
RCP07980,2.09245,5,2,2,1,40.0,40.0,20.0
RCP07981,7.871600999999999,10,5,2,3,50.0,20.0,30.0
RCP07982,7.9132,9,5,1,3,55.6,11.1,33.3
RCP07983,2.44771,7,4,1,2,57.1,14.3,28.6
RCP07984,5.1495565,9,6,1,2,66.7,11.1,22.2
RCP07985,13.987009999999998,9,2,2,5,22.2,22.2,55.6
RCP07986,2.28604,18,10,4,4,55.6,22.2,22.2
RCP07987,0.4185,8,5,1,2,62.5,12.5,25.0
RCP07988,6.1753905,6,2,1,3,33.3,16.7,50.0
RCP07989,1.99779,7,3,2,2,42.9,28.6,28.6
RCP07990,2.06472,12,8,1,3,66.7,8.3,25.0
RCP07991,17.3665,9,5,1,3,55.6,11.1,33.3
RCP07992,9.554713,13,7,2,4,53.8,15.4,30.8
RCP07993,4.0883400000000005,10,6,2,2,60.0,20.0,20.0
RCP07994,1.48789,11,6,2,3,54.5,18.2,27.3
RCP07995,8.6783485,13,7,1,5,53.8,7.7,38.5
RCP07996,0.576345,8,6,1,1,75.0,12.5,12.5
RCP07997,0.959,5,2,1,2,40.0,20.0,40.0
RCP07998,3.535425,13,7,4,2,53.8,30.8,15.4
RCP07999,4.474565,6,4,1,1,66.7,16.7,16.7
RCP08000,29.65976,13,8,3,2,61.5,23.1,15.4
RCP08001,13.945199999999998,5,2,1,2,40.0,20.0,40.0
RCP08002,13.1259,8,4,2,2,50.0,25.0,25.0
RCP08003,9.35153,18,11,2,5,61.1,11.1,27.8
RCP08004,5.74816,13,6,1,6,46.2,7.7,46.2
RCP08005,5.959573,13,7,2,4,53.8,15.4,30.8
RCP08006,3.94642,13,8,3,2,61.5,23.1,15.4
RCP08007,1.9182399999999997,8,4,2,2,50.0,25.0,25.0
RCP08008,21.96358,14,8,2,4,57.1,14.3,28.6
RCP08009,21.668030000000005,11,5,1,5,45.5,9.1,45.5
RCP08010,45.996396000000004,15,9,3,3,60.0,20.0,20.0
RCP08011,0.9159499999999999,9,5,2,2,55.6,22.2,22.2
RCP08012,18.62695,18,9,3,6,50.0,16.7,33.3
RCP08013,59.662710000000004,9,3,3,3,33.3,33.3,33.3
RCP08014,4.8303005,5,2,1,2,40.0,20.0,40.0
RCP08015,2.6796309999999997,11,4,1,6,36.4,9.1,54.5
RCP08016,3.6181349999999997,5,3,1,1,60.0,20.0,20.0
RCP08017,10.996139999999999,5,3,1,1,60.0,20.0,20.0
RCP08018,4.818370000000001,9,6,1,2,66.7,11.1,22.2
RCP08019,41.41045999999999,19,13,3,3,68.4,15.8,15.8
RCP08020,5.982930000000001,18,11,3,4,61.1,16.7,22.2
RCP08021,14.331120000000002,9,5,1,3,55.6,11.1,33.3
RCP08022,0.93171,5,3,1,1,60.0,20.0,20.0
RCP08023,23.331799999999998,7,4,1,2,57.1,14.3,28.6
RCP08024,3.0260800000000003,12,6,2,4,50.0,16.7,33.3
RCP08025,43.25684,8,5,2,1,62.5,25.0,12.5
RCP08026,1.58635,8,2,3,3,25.0,37.5,37.5
RCP08027,3.95563,7,4,2,1,57.1,28.6,14.3
RCP08028,4.34835,7,3,1,3,42.9,14.3,42.9
RCP08029,1.8205,7,3,2,2,42.9,28.6,28.6
RCP08030,21.288420000000002,7,3,1,3,42.9,14.3,42.9
RCP08031,1.47901,8,4,3,1,50.0,37.5,12.5
RCP08032,9.486755000000002,12,8,1,3,66.7,8.3,25.0
RCP08033,25.323214499999995,17,8,3,6,47.1,17.6,35.3
RCP08034,3.528743,13,8,1,4,61.5,7.7,30.8
RCP08035,19.59968,12,7,1,4,58.3,8.3,33.3
RCP08036,1.3500599999999998,7,3,2,2,42.9,28.6,28.6
RCP08037,39.540229999999994,13,6,2,5,46.2,15.4,38.5
RCP08038,11.009396,10,4,2,4,40.0,20.0,40.0
RCP08039,15.957885,15,8,1,6,53.3,6.7,40.0
RCP08040,5.056385000000001,9,5,2,2,55.6,22.2,22.2
RCP08041,2.4539299999999997,8,4,3,1,50.0,37.5,12.5
RCP08042,43.497285000000005,17,8,3,6,47.1,17.6,35.3
RCP08043,2.6123949999999994,9,4,2,3,44.4,22.2,33.3
RCP08044,1.23381,6,4,1,1,66.7,16.7,16.7
RCP08045,14.7173335,16,8,4,4,50.0,25.0,25.0
RCP08046,9.930795,13,6,5,2,46.2,38.5,15.4
RCP08047,28.4587,7,4,2,1,57.1,28.6,14.3
RCP08048,5.1654705000000005,16,9,2,5,56.2,12.5,31.2
RCP08049,8.846939999999998,5,3,1,1,60.0,20.0,20.0
RCP08050,12.828261999999999,18,10,5,3,55.6,27.8,16.7
RCP08051,7.706874000000001,10,3,2,5,30.0,20.0,50.0
RCP08052,29.525009999999995,7,5,1,1,71.4,14.3,14.3
RCP08053,21.150450000000003,6,3,2,1,50.0,33.3,16.7
RCP08054,11.79504,8,5,1,2,62.5,12.5,25.0
RCP08055,3.9442299999999997,11,5,3,3,45.5,27.3,27.3
RCP08056,1.298305,9,7,1,1,77.8,11.1,11.1
RCP08057,0.62258,6,4,1,1,66.7,16.7,16.7
RCP08058,48.577563,9,4,2,3,44.4,22.2,33.3
RCP08059,1.76975,5,3,1,1,60.0,20.0,20.0
RCP08060,6.680549999999998,17,9,4,4,52.9,23.5,23.5
