recipe_id,co2e_kg,n_ingr,n_sr,n_gen,usda_pct,generic_pct
RCP07817,3.3569099999999996,13,9,4,69.2,30.8
RCP07818,3.6907285,12,5,7,41.7,58.3
RCP07819,4.268295,18,12,6,66.7,33.3
RCP07820,13.910142,14,7,7,50.0,50.0
RCP07821,7.957205,14,8,6,57.1,42.9
RCP07822,2.1074399999999995,9,6,3,66.7,33.3
RCP07823,0.85651,5,3,2,60.0,40.0
RCP07824,4.941825000000001,9,4,5,44.4,55.6
RCP07825,2.27096,9,5,4,55.6,44.4
RCP07826,4.7703145,13,8,5,61.5,38.5
RCP07827,6.349649999999999,11,3,8,27.3,72.7
RCP07828,4.1526499999999995,11,3,8,27.3,72.7
RCP07829,0.50765,6,4,2,66.7,33.3
RCP07830,4.588665000000001,13,9,4,69.2,30.8
RCP07831,2.9655795,12,6,6,50.0,50.0
RCP07832,9.18805,10,6,4,60.0,40.0
RCP07833,16.72605,13,6,7,46.2,53.8
RCP07834,0.9358799999999999,5,3,2,60.0,40.0
RCP07835,12.142850000000001,10,4,6,40.0,60.0
RCP07836,2.393976,9,4,5,44.4,55.6
RCP07837,3.353398999999999,9,4,5,44.4,55.6
RCP07838,5.206505000000002,14,7,7,50.0,50.0
RCP07839,5.381505,13,7,6,53.8,46.2
RCP07840,14.39943,8,4,4,50.0,50.0
RCP07841,8.078650000000001,7,3,4,42.9,57.1
RCP07842,3.469058,9,5,4,55.6,44.4
RCP07843,1.9368599999999998,8,4,4,50.0,50.0
RCP07844,1.5952,9,4,5,44.4,55.6
RCP07845,2.96698,9,4,5,44.4,55.6
RCP07846,4.565449999999999,8,2,6,25.0,75.0
RCP07847,5.295718999999999,11,6,5,54.5,45.5
RCP07848,11.85357,9,3,6,33.3,66.7
RCP07849,6.316437499999999,14,7,7,50.0,50.0
RCP07850,1.8773499999999999,14,7,7,50.0,50.0
RCP07851,12.251047999999999,8,3,5,37.5,62.5
RCP07852,4.08873,14,7,7,50.0,50.0
RCP07853,11.929886,17,9,8,52.9,47.1
RCP07854,7.759212500000001,6,2,4,33.3,66.7
RCP07855,4.261765,9,7,2,77.8,22.2
RCP07856,0.73336,8,4,4,50.0,50.0
RCP07857,4.4147485,13,7,6,53.8,46.2
RCP07858,1.32447,5,3,2,60.0,40.0
RCP07859,1.01622,6,4,2,66.7,33.3
RCP07860,1.30818,10,6,4,60.0,40.0
RCP07861,6.0824565,11,6,5,54.5,45.5
RCP07862,3.074114,10,4,6,40.0,60.0
RCP07863,2.70594,8,5,3,62.5,37.5
RCP07864,12.0481375,17,8,9,47.1,52.9
RCP07865,0.9603400000000001,5,3,2,60.0,40.0
RCP07866,2.8792299999999997,8,4,4,50.0,50.0
RCP07867,2.2281099999999996,9,5,4,55.6,44.4
RCP07868,2.258563,10,6,4,60.0,40.0
RCP07869,1.0010400000000002,5,3,2,60.0,40.0
RCP07870,1.78794,11,6,5,54.5,45.5
RCP07871,2.48602,9,5,4,55.6,44.4
RCP07872,13.609312999999998,14,7,7,50.0,50.0
RCP07873,1.6694950000000002,7,5,2,71.4,28.6
RCP07874,7.512543,9,3,6,33.3,66.7
RCP07875,0.8845500000000001,5,3,2,60.0,40.0
RCP07876,3.0337539999999996,8,3,5,37.5,62.5
RCP07877,1.0743500000000001,5,3,2,60.0,40.0
RCP07878,1.7579600000000002,6,4,2,66.7,33.3
RCP07879,2.8272329999999997,9,3,6,33.3,66.7
RCP07880,1.92637,6,3,3,50.0,50.0
RCP07881,1.20945,5,3,2,60.0,40.0
RCP07882,1.9193,6,3,3,50.0,50.0
RCP07883,7.1011,9,2,7,22.2,77.8
RCP07884,10.207218999999998,14,7,7,50.0,50.0
RCP07885,2.729152,12,5,7,41.7,58.3
RCP07886,2.8297950000000003,17,9,8,52.9,47.1
RCP07887,1.7625200000000003,7,3,4,42.9,57.1
RCP07888,1.183087,8,5,3,62.5,37.5
RCP07889,1.5840299999999998,8,5,3,62.5,37.5
RCP07890,2.470955,12,7,5,58.3,41.7
RCP07891,3.95121,9,6,3,66.7,33.3
RCP07892,1.736075,5,3,2,60.0,40.0
RCP07893,2.29973,8,4,4,50.0,50.0
RCP07894,4.8057229999999995,18,10,8,55.6,44.4
RCP07895,4.0735165,9,4,5,44.4,55.6
RCP07896,4.3406400000000005,7,3,4,42.9,57.1
RCP07897,3.64492,9,6,3,66.7,33.3
RCP07898,12.036857999999999,11,6,5,54.5,45.5
RCP07899,2.230249,7,3,4,42.9,57.1
RCP07900,5.619964499999999,15,7,8,46.7,53.3
RCP07901,0.7685200000000001,6,4,2,66.7,33.3
RCP07902,5.23664,9,4,5,44.4,55.6
RCP07903,0.874219,8,6,2,75.0,25.0
RCP07904,14.541119,8,3,5,37.5,62.5
RCP07905,1.12417,8,5,3,62.5,37.5
RCP07906,2.40512,8,4,4,50.0,50.0
RCP07907,7.680494999999999,9,5,4,55.6,44.4
RCP07908,0.9039200000000002,7,5,2,71.4,28.6
RCP07909,2.3065599999999997,9,4,5,44.4,55.6
RCP07910,3.1240155,12,7,5,58.3,41.7
RCP07911,3.2078555,8,4,4,50.0,50.0
RCP07912,1.9669899999999998,6,4,2,66.7,33.3
RCP07913,2.336297,10,4,6,40.0,60.0
RCP07914,2.171146,10,4,6,40.0,60.0
RCP07915,1.30783,7,2,5,28.6,71.4
RCP07916,1.9586499999999996,8,3,5,37.5,62.5
RCP07917,4.73428,12,7,5,58.3,41.7
RCP07918,3.4568499999999993,10,5,5,50.0,50.0
RCP07919,3.0891739999999994,12,6,6,50.0,50.0
RCP07920,0.97736,5,3,2,60.0,40.0
RCP07921,1.5781100000000001,8,4,4,50.0,50.0
RCP07922,2.1339300000000003,14,8,6,57.1,42.9
RCP07923,4.1859,10,4,6,40.0,60.0
RCP07924,1.40371,5,3,2,60.0,40.0
RCP07925,1.880875,9,3,6,33.3,66.7
RCP07926,2.77898,10,5,5,50.0,50.0
RCP07927,11.343829,11,5,6,45.5,54.5
RCP07928,3.0714300000000003,9,5,4,55.6,44.4
RCP07929,1.90312,6,3,3,50.0,50.0
RCP07930,2.7455054999999997,9,4,5,44.4,55.6
RCP07931,0.6381,6,3,3,50.0,50.0
RCP07932,0.75104,7,5,2,71.4,28.6
RCP07933,2.1393250000000004,12,6,6,50.0,50.0
RCP07934,1.358797,6,3,3,50.0,50.0
RCP07935,10.3946625,17,7,10,41.2,58.8
RCP07936,15.906530000000002,19,9,10,47.4,52.6
RCP07937,7.7828715000000015,12,5,7,41.7,58.3
RCP07938,1.71523,10,5,5,50.0,50.0
RCP07939,1.92246,7,5,2,71.4,28.6
RCP07940,2.2208879999999995,14,7,7,50.0,50.0
RCP07941,7.240806,12,6,6,50.0,50.0
RCP07942,9.439308500000001,16,8,8,50.0,50.0
RCP07943,2.6414,10,5,5,50.0,50.0
RCP07944,1.5324000000000002,6,3,3,50.0,50.0
RCP07945,1.367181,8,5,3,62.5,37.5
RCP07946,1.1366985,6,3,3,50.0,50.0
RCP07947,0.946533,11,7,4,63.6,36.4
RCP07948,1.9153800000000003,10,7,3,70.0,30.0
RCP07949,17.38779,12,4,8,33.3,66.7
RCP07950,1.21472,5,2,3,40.0,60.0
RCP07951,2.6809215,11,6,5,54.5,45.5
RCP07952,0.6863400000000001,7,5,2,71.4,28.6
RCP07953,5.876382,16,9,7,56.2,43.8
RCP07954,9.071292999999999,8,4,4,50.0,50.0
RCP07955,13.28512,9,2,7,22.2,77.8
RCP07956,2.560669,6,2,4,33.3,66.7
RCP07957,9.025143999999997,12,7,5,58.3,41.7
RCP07958,1.46119,8,6,2,75.0,25.0
RCP07959,5.1121375,14,9,5,64.3,35.7
RCP07960,11.57882,16,10,6,62.5,37.5
RCP07961,2.38256,12,5,7,41.7,58.3
RCP07962,9.714815499999998,16,9,7,56.2,43.8
RCP07963,0.992523,5,2,3,40.0,60.0
RCP07964,2.4054200000000003,7,4,3,57.1,42.9
RCP07965,7.007814999999999,12,5,7,41.7,58.3
RCP07966,3.8122265000000004,10,5,5,50.0,50.0
RCP07967,13.985809999999999,13,5,8,38.5,61.5
RCP07968,5.865386500000001,8,5,3,62.5,37.5
RCP07969,1.266005,9,7,2,77.8,22.2
RCP07970,5.3563305,13,7,6,53.8,46.2
RCP07971,3.4009949999999995,17,11,6,64.7,35.3
RCP07972,2.2372300000000003,10,5,5,50.0,50.0
RCP07973,3.237272,13,6,7,46.2,53.8
RCP07974,1.36493,8,4,4,50.0,50.0
RCP07975,0.7986000000000002,6,4,2,66.7,33.3
RCP07976,1.0059300000000002,6,4,2,66.7,33.3
RCP07977,3.7841099999999996,9,5,4,55.6,44.4
RCP07978,3.3605949999999996,14,8,6,57.1,42.9
RCP07979,7.535434,10,5,5,50.0,50.0
RCP07980,2.28509,5,2,3,40.0,60.0
RCP07981,7.896350999999999,10,5,5,50.0,50.0
RCP07982,7.9132,9,5,4,55.6,44.4
RCP07983,2.77011,7,4,3,57.1,42.9
RCP07984,5.1495565,9,6,3,66.7,33.3
RCP07985,13.871809999999998,9,2,7,22.2,77.8
RCP07986,2.69676,18,10,8,55.6,44.4
RCP07987,0.6386400000000001,8,5,3,62.5,37.5
RCP07988,6.1753905,6,2,4,33.3,66.7
RCP07989,2.26403,7,3,4,42.9,57.1
RCP07990,1.92789,12,8,4,66.7,33.3
RCP07991,17.77314,9,5,4,55.6,44.4
RCP07992,10.047273,13,7,6,53.8,46.2
RCP07993,4.565284,10,6,4,60.0,40.0
RCP07994,1.8924500000000002,11,6,5,54.5,45.5
RCP07995,8.6860985,13,7,6,53.8,46.2
RCP07996,0.9903930000000001,8,6,2,75.0,25.0
RCP07997,1.2521200000000001,5,2,3,40.0,60.0
RCP07998,3.5480669999999996,13,7,6,53.8,46.2
RCP07999,7.734012999999999,6,4,2,66.7,33.3
RCP08000,29.818296000000004,13,8,5,61.5,38.5
RCP08001,13.945199999999998,5,2,3,40.0,60.0
RCP08002,13.179699999999999,8,4,4,50.0,50.0
RCP08003,8.932069499999999,18,11,7,61.1,38.9
RCP08004,5.7108265,13,6,7,46.2,53.8
RCP08005,9.165013,13,7,6,53.8,46.2
RCP08006,3.8100049999999994,13,8,5,61.5,38.5
RCP08007,1.8894399999999998,8,4,4,50.0,50.0
RCP08008,21.96188,14,8,6,57.1,42.9
RCP08009,21.425999,11,5,6,45.5,54.5
RCP08010,46.04609,15,9,6,60.0,40.0
RCP08011,1.2460900000000001,9,5,4,55.6,44.4
RCP08012,18.692149999999998,18,9,9,50.0,50.0
RCP08013,59.299377500000006,9,3,6,33.3,66.7
RCP08014,5.0393405,5,2,3,40.0,60.0
RCP08015,2.9458409999999997,11,4,7,36.4,63.6
RCP08016,3.6181349999999997,5,3,2,60.0,40.0
RCP08017,10.996139999999999,5,3,2,60.0,40.0
RCP08018,8.429889999999999,9,6,3,66.7,33.3
RCP08019,41.409955999999994,19,13,6,68.4,31.6
RCP08020,6.1390020000000005,18,11,7,61.1,38.9
RCP08021,17.9998295,9,5,4,55.6,44.4
RCP08022,0.93171,5,3,2,60.0,40.0
RCP08023,23.331799999999998,7,4,3,57.1,42.9
RCP08024,2.8650860000000002,12,6,6,50.0,50.0
RCP08025,43.24904,8,5,3,62.5,37.5
RCP08026,1.81491,8,2,6,25.0,75.0
RCP08027,6.641389999999999,7,4,3,57.1,42.9
RCP08028,6.727499999999999,7,3,4,42.9,57.1
RCP08029,1.9501,7,3,4,42.9,57.1
RCP08030,21.256626,7,3,4,42.9,57.1
RCP08031,1.76349,8,4,4,50.0,50.0
RCP08032,9.463303000000002,12,8,4,66.7,33.3
RCP08033,25.027704499999995,17,8,9,47.1,52.9
RCP08034,3.9697870000000006,13,8,5,61.5,38.5
RCP08035,19.523072,12,7,5,58.3,41.7
RCP08036,1.48446,7,3,4,42.9,57.1
RCP08037,39.160928,13,6,7,46.2,53.8
RCP08038,10.7238655,10,4,6,40.0,60.0
RCP08039,16.220720999999998,15,8,7,53.3,46.7
RCP08040,6.733384999999999,9,5,4,55.6,44.4
RCP08041,2.4539299999999997,8,4,4,50.0,50.0
RCP08042,43.505535,17,8,9,47.1,52.9
RCP08043,2.5484389999999992,9,4,5,44.4,55.6
RCP08044,1.23381,6,4,2,66.7,33.3
RCP08045,14.7204935,16,8,8,50.0,50.0
RCP08046,9.935654999999999,13,6,7,46.2,53.8
RCP08047,28.4587,7,4,3,57.1,42.9
RCP08048,5.6155125,16,9,7,56.2,43.8
RCP08049,8.846939999999998,5,3,2,60.0,40.0
RCP08050,14.713009999999997,18,10,8,55.6,44.4
RCP08051,7.870754,10,3,7,30.0,70.0
RCP08052,29.525009999999995,7,5,2,71.4,28.6
RCP08053,21.150450000000003,6,3,3,50.0,50.0
RCP08054,11.79504,8,5,3,62.5,37.5
RCP08055,4.280745999999999,11,5,6,45.5,54.5
RCP08056,1.415189,9,7,2,77.8,22.2
RCP08057,1.07568,6,4,2,66.7,33.3
RCP08058,48.577563,9,4,5,44.4,55.6
RCP08059,1.76975,5,3,2,60.0,40.0
RCP08060,6.539647999999999,17,9,8,52.9,47.1
RCP08061,0.8800635000000001,6,4,2,66.7,33.3
RCP08062,13.955479999999998,11,5,6,45.5,54.5
RCP08063,8.03764,13,7,6,53.8,46.2
RCP08064,14.720915499999998,13,8,5,61.5,38.5
RCP08065,5.938339999999999,12,6,6,50.0,50.0
RCP08066,8.886003,13,8,5,61.5,38.5
RCP08067,12.84653,8,4,4,50.0,50.0
RCP08068,10.9087965,12,6,6,50.0,50.0
RCP08069,2.8047099999999996,9,6,3,66.7,33.3
RCP08070,0.8477600000000001,6,4,2,66.7,33.3
RCP08071,36.49296999999999,16,10,6,62.5,37.5
RCP08072,3.7764550000000003,13,9,4,69.2,30.8
RCP08073,9.276001,13,7,6,53.8,46.2
RCP08074,22.023879999999995,9,4,5,44.4,55.6
RCP08075,17.354735,9,3,6,33.3,66.7
RCP08076,30.412513,15,8,7,53.3,46.7
RCP08077,26.790546999999997,18,14,4,77.8,22.2
RCP08078,6.7958295,7,4,3,57.1,42.9
RCP08079,8.8120755,8,3,5,37.5,62.5
RCP08080,12.310569999999998,13,6,7,46.2,53.8
RCP08081,3.8544,8,5,3,62.5,37.5
RCP08082,5.193790000000001,12,9,3,75.0,25.0
RCP08083,3.775376,11,7,4,63.6,36.4
RCP08084,8.9706485,13,7,6,53.8,46.2
RCP08085,22.536742999999994,10,7,3,70.0,30.0
RCP08086,33.943965,14,5,9,35.7,64.3
RCP08087,7.917620000000001,9,5,4,55.6,44.4
RCP08088,15.435102500000001,8,3,5,37.5,62.5
RCP08089,37.270771999999994,18,7,11,38.9,61.1
RCP08090,23.08957,9,5,4,55.6,44.4
RCP08091,8.219756,9,4,5,44.4,55.6
RCP08092,8.932265,12,5,7,41.7,58.3
RCP08093,2.64145,8,4,4,50.0,50.0
RCP08094,0.94151,5,2,3,40.0,60.0
RCP08095,1.66276,8,4,4,50.0,50.0
RCP08096,32.25564,7,4,3,57.1,42.9
RCP08097,40.541250000000005,6,3,3,50.0,50.0
RCP08098,1.6310799999999999,8,5,3,62.5,37.5
RCP08099,33.306715000000004,7,4,3,57.1,42.9
RCP08100,2.2794499999999998,9,5,4,55.6,44.4
RCP08101,5.409192,14,5,9,35.7,64.3
RCP08102,50.195081,13,6,7,46.2,53.8
RCP08103,27.07216,10,4,6,40.0,60.0
RCP08104,2.573775,7,3,4,42.9,57.1
RCP08105,3.08503,5,2,3,40.0,60.0
RCP08106,38.891025,13,5,8,38.5,61.5
RCP08107,10.9742135,14,8,6,57.1,42.9
RCP08108,21.670648500000002,5,3,2,60.0,40.0
RCP08109,6.5349900000000005,8,4,4,50.0,50.0
RCP08110,4.227945,8,3,5,37.5,62.5
RCP08111,58.309087500000004,15,8,7,53.3,46.7
RCP08112,38.289912999999984,14,7,7,50.0,50.0
RCP08113,55.64106000000001,13,10,3,76.9,23.1
RCP08114,63.1115,8,4,4,50.0,50.0
RCP08115,22.333222499999994,12,7,5,58.3,41.7
RCP08116,18.165069999999996,12,6,6,50.0,50.0
RCP08117,5.7381,14,7,7,50.0,50.0
RCP08118,17.635205,12,10,2,83.3,16.7
RCP08119,14.703599999999998,6,4,2,66.7,33.3
RCP08120,19.836995,8,5,3,62.5,37.5
RCP08121,9.312430500000001,9,5,4,55.6,44.4
RCP08122,66.247823,12,8,4,66.7,33.3
RCP08123,2.9822999999999995,6,3,3,50.0,50.0
RCP08124,8.214736,10,7,3,70.0,30.0
RCP08125,29.418248,14,6,8,42.9,57.1
RCP08126,2.4531699999999996,11,4,7,36.4,63.6
RCP08127,5.431914000000001,6,3,3,50.0,50.0
RCP08128,8.41605,13,6,7,46.2,53.8
RCP08129,1.4407499999999998,11,6,5,54.5,45.5
RCP08130,21.386751999999998,8,3,5,37.5,62.5
RCP08131,0.6043900000000001,5,2,3,40.0,60.0
RCP08132,8.928545999999999,19,9,10,47.4,52.6
RCP08133,11.8472995,8,4,4,50.0,50.0
RCP08134,2.11241,9,7,2,77.8,22.2
RCP08135,6.2248149999999995,10,5,5,50.0,50.0
RCP08136,7.4138865,16,7,9,43.8,56.2
RCP08137,14.158669999999999,13,6,7,46.2,53.8
RCP08138,1.95597,6,2,4,33.3,66.7
RCP08139,7.379334999999999,13,7,6,53.8,46.2
RCP08140,8.0429185,13,6,7,46.2,53.8
RCP08141,1.3513199999999999,7,4,3,57.1,42.9
RCP08142,2.9467879999999997,16,9,7,56.2,43.8
RCP08143,53.347530000000006,10,5,5,50.0,50.0
RCP08144,4.30685,9,4,5,44.4,55.6
RCP08145,1.73091,10,6,4,60.0,40.0
RCP08146,7.87381,8,4,4,50.0,50.0
RCP08147,17.806698999999995,7,5,2,71.4,28.6
RCP08148,4.18551,9,6,3,66.7,33.3
RCP08149,1.9241999999999997,9,4,5,44.4,55.6
RCP08150,7.044874999999998,8,4,4,50.0,50.0
RCP08151,24.703129000000004,12,7,5,58.3,41.7
RCP08152,18.080029999999997,9,5,4,55.6,44.4
RCP08153,1.75447,10,3,7,30.0,70.0
RCP08154,5.800519999999999,12,3,9,25.0,75.0
RCP08155,1.5459,8,4,4,50.0,50.0
RCP08156,8.347195,16,10,6,62.5,37.5
RCP08157,16.52778,8,3,5,37.5,62.5
RCP08158,13.312720999999998,14,5,9,35.7,64.3
RCP08159,0.9557100000000002,6,4,2,66.7,33.3
RCP08160,26.506800000000002,7,5,2,71.4,28.6
RCP08161,12.845712,12,7,5,58.3,41.7
RCP08162,11.089411499999999,10,5,5,50.0,50.0
RCP08163,39.131339999999994,9,3,6,33.3,66.7
RCP08164,7.891839,8,5,3,62.5,37.5
RCP08165,3.4240500000000003,6,2,4,33.3,66.7
RCP08166,2.097682,14,10,4,71.4,28.6
RCP08167,5.518879999999999,6,2,4,33.3,66.7
RCP08168,1.32865,6,3,3,50.0,50.0
RCP08169,12.6128725,13,7,6,53.8,46.2
RCP08170,2.096989,16,9,7,56.2,43.8
RCP08171,25.464436,18,6,12,33.3,66.7
RCP08172,38.25784999999999,12,3,9,25.0,75.0
RCP08173,2.5198739999999997,7,2,5,28.6,71.4
RCP08174,6.096836000000001,9,6,3,66.7,33.3
RCP08175,23.200969999999998,8,6,2,75.0,25.0
RCP08176,32.20138699999999,14,6,8,42.9,57.1
RCP08177,4.6715,5,2,3,40.0,60.0
RCP08178,4.26533,12,7,5,58.3,41.7
RCP08179,3.6340949999999994,9,5,4,55.6,44.4
RCP08180,15.174390999999998,19,11,8,57.9,42.1
RCP08181,30.884359999999997,17,9,8,52.9,47.1
RCP08182,23.02439,7,4,3,57.1,42.9
RCP08183,7.6366245,12,6,6,50.0,50.0
RCP08184,30.36795,5,3,2,60.0,40.0
RCP08185,19.443655999999997,9,5,4,55.6,44.4
RCP08186,13.69972,9,5,4,55.6,44.4
RCP08187,2.4199,10,5,5,50.0,50.0
RCP08188,59.610905,19,12,7,63.2,36.8
RCP08189,4.6427000000000005,8,2,6,25.0,75.0
RCP08190,1.5595600000000003,6,3,3,50.0,50.0
RCP08191,4.4772384999999995,10,5,5,50.0,50.0
RCP08192,30.28055,7,4,3,57.1,42.9
RCP08193,18.668699999999998,5,3,2,60.0,40.0
RCP08194,8.91429,7,4,3,57.1,42.9
RCP08195,9.209789999999998,6,4,2,66.7,33.3
RCP08196,25.802229,13,7,6,53.8,46.2
RCP08197,45.572186,8,4,4,50.0,50.0
RCP08198,23.195905999999994,10,5,5,50.0,50.0
RCP08199,4.1521385,11,5,6,45.5,54.5
RCP08200,30.5175645,16,10,6,62.5,37.5
RCP08201,42.96546699999999,9,3,6,33.3,66.7
RCP08202,21.432617999999998,10,4,6,40.0,60.0
RCP08203,15.869142499999999,14,6,8,42.9,57.1
RCP08204,26.377645000000005,10,3,7,30.0,70.0
RCP08205,1.94177,12,8,4,66.7,33.3
RCP08206,35.417699999999996,6,2,4,33.3,66.7
RCP08207,16.941296,11,6,5,54.5,45.5
RCP08208,7.4983305,9,5,4,55.6,44.4
RCP08209,4.94043,8,5,3,62.5,37.5
RCP08210,1.31142,7,5,2,71.4,28.6
RCP08211,28.290639999999996,9,6,3,66.7,33.3
RCP08212,15.245489000000003,17,10,7,58.8,41.2
RCP08213,18.238703000000005,11,5,6,45.5,54.5
RCP08214,7.0740555,10,4,6,40.0,60.0
RCP08215,7.595557000000001,10,7,3,70.0,30.0
RCP08216,1.19945,5,2,3,40.0,60.0
RCP08217,11.043869999999998,9,6,3,66.7,33.3
RCP08218,22.433618499999998,13,8,5,61.5,38.5
RCP08219,2.762398,7,4,3,57.1,42.9
RCP08220,8.386940500000001,11,6,5,54.5,45.5
RCP08221,29.466093,8,5,3,62.5,37.5
RCP08222,13.132612000000002,13,4,9,30.8,69.2
RCP08223,2.129523,8,4,4,50.0,50.0
RCP08224,1.3591199999999999,8,4,4,50.0,50.0
RCP08225,2.1520905,9,5,4,55.6,44.4
RCP08226,7.786165500000001,14,5,9,35.7,64.3
RCP08227,11.613641,13,5,8,38.5,61.5
RCP08228,9.81561,5,3,2,60.0,40.0
RCP08229,25.814829999999997,9,5,4,55.6,44.4
RCP08230,5.206998500000001,7,3,4,42.9,57.1
RCP08231,7.7335935,8,4,4,50.0,50.0
RCP08232,17.9908,15,7,8,46.7,53.3
RCP08233,12.87209,11,3,8,27.3,72.7
RCP08234,6.78021,14,6,8,42.9,57.1
RCP08235,36.63313000000001,11,6,5,54.5,45.5
RCP08236,7.22926,19,7,12,36.8,63.2
RCP08237,17.13381,10,4,6,40.0,60.0
RCP08238,21.420572999999997,14,6,8,42.9,57.1
RCP08239,62.40377049999999,13,8,5,61.5,38.5
RCP08240,0.90224,5,2,3,40.0,60.0
RCP08241,4.70477,10,5,5,50.0,50.0
RCP08242,9.495235,9,6,3,66.7,33.3
RCP08243,1.8625960000000001,14,8,6,57.1,42.9
RCP08244,2.037481,6,3,3,50.0,50.0
RCP08245,55.039517,16,11,5,68.8,31.2
RCP08246,29.17567,8,3,5,37.5,62.5
RCP08247,1.7779699999999998,9,5,4,55.6,44.4
RCP08248,7.8733775,17,10,7,58.8,41.2
RCP08249,9.350399999999997,8,5,3,62.5,37.5
RCP08250,37.971439999999994,9,2,7,22.2,77.8
RCP08251,8.799579999999999,8,5,3,62.5,37.5
RCP08252,17.353695,10,4,6,40.0,60.0
RCP08253,30.764695,17,11,6,64.7,35.3
RCP08254,1.02441,7,4,3,57.1,42.9
RCP08255,4.085612,5,2,3,40.0,60.0
RCP08256,2.924843,9,5,4,55.6,44.4
RCP08257,3.664792,18,14,4,77.8,22.2
RCP08258,7.585700000000001,8,3,5,37.5,62.5
RCP08259,4.5276,5,3,2,60.0,40.0
RCP08260,1.9902699999999998,12,7,5,58.3,41.7
RCP08261,36.338262,13,6,7,46.2,53.8
RCP08262,1.2191800000000002,10,6,4,60.0,40.0
RCP08263,2.0012999999999996,5,2,3,40.0,60.0
RCP08264,4.130654000000001,14,7,7,50.0,50.0
RCP08265,17.818869999999997,14,7,7,50.0,50.0
RCP08266,10.0992265,12,6,6,50.0,50.0
RCP08267,10.083886,8,5,3,62.5,37.5
RCP08268,28.080211,16,7,9,43.8,56.2
RCP08269,0.9621500000000001,7,4,3,57.1,42.9
RCP08270,20.961034,19,10,9,52.6,47.4
RCP08271,4.866569999999999,9,5,4,55.6,44.4
RCP08272,9.54457,17,7,10,41.2,58.8
RCP08273,19.373483999999994,19,10,9,52.6,47.4
RCP08274,24.9673685,16,10,6,62.5,37.5
RCP08275,2.508795,9,4,5,44.4,55.6
RCP08276,15.800032999999999,8,4,4,50.0,50.0
RCP08277,1.60735,8,2,6,25.0,75.0
RCP08278,2.6710255,11,6,5,54.5,45.5
RCP08279,4.814879,12,7,5,58.3,41.7
RCP08280,2.1931,11,6,5,54.5,45.5
RCP08281,25.8138,13,6,7,46.2,53.8
RCP08282,31.665320500000004,9,4,5,44.4,55.6
RCP08283,19.600189999999994,8,4,4,50.0,50.0
RCP08284,8.78724,8,3,5,37.5,62.5
RCP08285,12.000264499999998,14,7,7,50.0,50.0
RCP08286,14.024887499999998,9,5,4,55.6,44.4
RCP08287,2.1500500000000002,6,3,3,50.0,50.0
RCP08288,8.867791,16,10,6,62.5,37.5
RCP08289,3.467953,19,12,7,63.2,36.8
RCP08290,12.29037,8,4,4,50.0,50.0
RCP08291,9.808264999999999,14,9,5,64.3,35.7
RCP08292,27.352004999999995,8,4,4,50.0,50.0
RCP08293,1.76918,9,6,3,66.7,33.3
RCP08294,0.8823000000000001,5,2,3,40.0,60.0
RCP08295,16.04026,9,5,4,55.6,44.4
RCP08296,8.0262905,7,2,5,28.6,71.4
RCP08297,35.72742850000001,10,7,3,70.0,30.0
RCP08298,4.460515,8,5,3,62.5,37.5
RCP08299,1.00128,9,4,5,44.4,55.6
RCP08300,22.84551,10,5,5,50.0,50.0
RCP08301,24.734751,11,7,4,63.6,36.4
RCP08302,7.763409000000002,7,5,2,71.4,28.6
RCP08303,4.5256,8,5,3,62.5,37.5
RCP08304,18.42521,10,4,6,40.0,60.0
RCP08305,2.8932599999999997,9,4,5,44.4,55.6
RCP08306,35.270667,13,5,8,38.5,61.5
RCP08307,6.1293299999999995,5,3,2,60.0,40.0
RCP08308,24.808272000000002,18,13,5,72.2,27.8
RCP08309,1.04771,5,3,2,60.0,40.0
RCP08310,19.8324585,14,6,8,42.9,57.1
RCP08311,9.267349999999999,8,4,4,50.0,50.0
RCP08312,9.624464999999997,19,11,8,57.9,42.1
RCP08313,22.655669999999997,10,6,4,60.0,40.0
RCP08314,13.926980000000002,10,7,3,70.0,30.0
RCP08315,34.021075,6,3,3,50.0,50.0
RCP08316,22.093401000000004,17,8,9,47.1,52.9
RCP08317,3.6226024999999997,14,7,7,50.0,50.0
RCP08318,9.706529999999999,9,3,6,33.3,66.7
RCP08319,2.86685,8,3,5,37.5,62.5
RCP08320,17.513914000000003,11,8,3,72.7,27.3
RCP08321,2.2884,10,4,6,40.0,60.0
RCP08322,2.956957,10,5,5,50.0,50.0
RCP08323,11.986098499999999,8,5,3,62.5,37.5
RCP08324,28.651211500000002,5,2,3,40.0,60.0
RCP08325,1.17667,7,4,3,57.1,42.9
RCP08326,28.74814,7,2,5,28.6,71.4
RCP08327,1.4136900000000001,7,5,2,71.4,28.6
RCP08328,7.227893000000001,9,4,5,44.4,55.6
RCP08329,32.981873500000006,14,4,10,28.6,71.4
RCP08330,1.21191,6,4,2,66.7,33.3
RCP08331,17.2282035,11,4,7,36.4,63.6
RCP08332,2.36999,9,5,4,55.6,44.4
RCP08333,3.1380200000000005,13,7,6,53.8,46.2
RCP08334,1.80322,8,4,4,50.0,50.0
RCP08335,8.197468,19,11,8,57.9,42.1
RCP08336,3.0144949999999997,16,6,10,37.5,62.5
RCP08337,11.531289999999998,13,6,7,46.2,53.8
RCP08338,14.59556,13,10,3,76.9,23.1
RCP08339,62.5226525,13,6,7,46.2,53.8
